,favorite_count,retweet_count,tweet_id
943,4740,1229,751583847268179968
944,5412,1397,751538714308972544
945,3442,1093,751456908746354688
946,13434,6468,751251247299190784
947,6777,2015,751205363882532864
948,5463,1435,751132876104687617
949,5147,1525,750868782890057730
950,14199,5555,750719632563142656
951,4788,1266,750506206503038976
952,14153,4752,750429297815552001
953,4868,1250,750383411068534784
954,740,35,750381685133418496
955,3319,1064,750147208377409536
956,3895,1392,750132105863102464
957,4630,1428,750117059602808832
958,3263,925,750101899009982464
959,2329,599,750086836815486976
960,8425,3671,750071704093859840
961,3359,978,750056684286914561
962,3410,679,750041628174217216
963,2908,869,750026558547456000
964,3479,1000,750011400160841729
965,3241,885,749996283729883136
966,5489,2695,749981277374128128
967,4987,1438,749774190421639168
968,6547,1834,749417653287129088
969,2816,601,749403093750648834
970,9229,3802,749395845976588288
971,5883,2433,749317047558017024
972,6179,2273,749075273010798592
973,5139,1662,749064354620928000
974,3321,859,749036806121881602
975,11516,3744,748977405889503236
976,6268,2474,748932637671223296
977,2965,1036,748705597323898880
978,5085,1760,748699167502000129
979,4542,1459,748692773788876800
980,6508,2189,748575535303884801
981,2331,734,748568946752774144
982,5597,1353,748346686624440324
983,8250,4525,748337862848962560
984,3976,841,748324050481647620
985,3931,786,748307329658011649
986,15118,8543,748220828303695873
987,6212,2365,747963614829678593
988,7101,2796,747933425676525569
989,3161,1091,747885874273214464
990,3006,819,747844099428986880
991,5193,1277,747816857231626240
992,1477,172,747651430853525504
993,13797,6403,747648653817413632
994,2486,599,747600769478692864
995,3947,1156,747594051852075008
996,5953,1737,747512671126323200
997,4140,1134,747461612269887489
998,5823,2110,747439450712596480
999,0,3158,747242308580548608
1000,5651,1731,747219827526344708
1001,3622,1005,747204161125646336
1002,10256,4386,747103485104099331
1003,3086,328,746906459439529985
1004,6405,2356,746872823977771008
1005,5663,1883,746818907684614144
1006,5200,1742,746790600704425984
1007,10223,4259,746757706116112384
1008,6465,1960,746726898085036033
1009,5384,2045,746542875601690625
1010,0,1075,746521445350707200
1011,4957,1179,746507379341139972
1012,6604,1807,746369468511756288
1013,7364,2408,746131877086527488
1014,3789,899,746056683365994496
1015,4320,1166,745789745784041472
1016,7465,2541,745712589599014916
1017,7583,2777,745433870967832576
1018,9166,2668,745422732645535745
1019,7651,3032,745314880350101504
1020,8358,3852,745074613265149952
1021,7730,2500,745057283344719872
1022,3184,687,744995568523612160
1023,8401,2949,744971049620602880
1024,5976,1699,744709971296780288
1025,7218,2342,744334592493166593
1026,127641,76916,744234799360020481
1027,1814,408,744223424764059648
1028,4429,1190,743980027717509120
1029,3894,1044,743895849529389061
1030,0,2288,743835915802583040
1031,4785,1502,743609206067040256
1032,19697,7172,743595368194129920
1033,3758,1023,743545585370791937
1034,8432,4034,743510151680958465
1035,4514,1323,743253157753532416
1036,6608,2081,743222593470234624
1037,4091,1490,743210557239623680
1038,7519,3872,742534281772302336
1039,4741,2172,742528092657332225
1040,7733,4235,742465774154047488
1041,10503,4149,742423170473463808
1042,7251,2169,742385895052087300
1043,4627,1502,742161199639494656
1044,5486,1699,742150209887731712
1045,4858,1647,741793263812808706
1046,8718,3018,741743634094141440
1047,3914,913,741438259667034112
1048,9353,3523,741303864243200000
1049,10705,6035,741099773336379392
1050,10059,3374,741067306818797568
1051,6829,3017,740995100998766593
1052,3635,1017,740711788199743490
1053,3018,850,740699697422163968
1054,19335,7435,740676976021798912
1055,36984,14532,740373189193256964
1056,2643,477,740365076218183684
1057,3514,930,740359016048689152
1058,7136,2143,740214038584557568
1059,21265,6461,739979191639244800
1060,4323,1178,739932936087216128
1061,4032,927,739844404073074688
1062,4062,1486,739623569819336705
1063,5738,1805,739606147276148736
1064,42360,23386,739544079319588864
1065,7677,3207,739485634323156992
1066,103022,57913,739238157791694849
1067,114,6,738891149612572673
1068,4013,1240,738885046782832640
1069,3558,886,738883359779196928
1070,5426,1705,738537504001953792
1071,3488,930,738402415918125056
1072,4598,1322,738184450748633089
1073,9355,3719,738166403467907072
1074,2694,718,738156290900254721
1075,5615,1930,737826014890496000
1076,10635,3771,737800304142471168
1077,5378,1457,737678689543020544
1078,10991,4859,737445876994609152
1079,3837,880,737322739594330112
1080,15633,8060,737310737551491075
1081,4604,1895,736736130620620800
1082,18894,8102,736392552031657984
1083,4257,1361,736365877722001409
1084,8657,3008,736225175608430592
1085,8423,3242,736010884653420544
1086,3831,1253,735991953473572864
1087,4275,1191,735648611367784448
1088,6586,2574,735635087207878657
1089,13836,5522,735274964362878976
1090,3569,964,735256018284875776
1091,3329,1051,735137028879360001
1092,2911,559,734912297295085568
1093,13361,6851,734787690684657664
1094,2664,587,734776360183431168
1095,1593,431,734559631394082816
1096,3820,846,733828123016450049
1097,3908,1097,733822306246479872
1098,3344,1035,733482008106668032
1099,4473,1396,733460102733135873
1100,45209,17234,733109485275860992
1101,2596,583,732732193018155009
1102,3752,959,732726085725589504
1103,3920,839,732585889486888962
1104,8592,2736,732375214819057664
1105,15857,5932,732005617171337216
1106,3708,1072,731285275100512256
1107,4077,1384,731156023742988288
1108,6512,2157,730924654643314689
1109,5233,2345,730573383004487680
1110,3683,1131,730427201120833536
1111,4066,1145,730211855403241472
1112,5186,2092,730196704625098752
1113,4274,1218,729854734790754305
1114,1806,418,729838605770891264
1115,4234,1342,729823566028484608
1116,6169,2497,729463711119904772
1117,2001,359,729113531270991872
1118,3369,889,728986383096946689
1119,4960,1843,728760639972315136
1120,2965,739,728751179681943552
1121,3524,1132,728653952833728512
1122,5233,2186,728409960103686147
1123,3901,1040,728387165835677696
1124,4577,1272,728046963732717569
1125,4820,1813,728035342121635841
1126,4352,1188,728015554473250816
1127,3119,691,727685679342333952
1128,6267,1903,727644517743104000
1129,4749,1328,727524757080539137
1130,3527,810,727314416056803329
1131,3228,886,727286334147182592
1132,4108,1487,727175381690781696
1133,3862,1437,727155742655025152
1134,7308,2656,726935089318363137
1135,4069,1631,726887082820554753
1136,3768,1093,726828223124897792
1137,4688,1261,726224900189511680
1138,7480,2873,725842289046749185
1139,4418,1475,725786712245440512
1140,5505,1933,725729321944506368
1141,1497,675,725458796924002305
1142,3936,1420,724983749226668032
1143,2514,693,724771698126512129
1144,5637,1789,724405726123311104
1145,4605,1918,724049859469295616
1146,2826,605,724046343203856385
1147,4446,1725,724004602748780546
1148,4120,1326,723912936180330496
1149,8188,3229,723688335806480385
1150,3218,967,723673163800948736
1151,5624,2041,723179728551723008
1152,4368,1709,722974582966214656
1153,5254,1777,722613351520608256
1154,4953,2039,721503162398597120
1155,2679,664,721001180231503872
1156,3309,841,720785406564900865
1157,2629,741,720775346191278080
1158,4373,1615,720415127506415616
1159,6806,2739,720389942216527872
1160,3051,1055,720340705894408192
1161,4131,1228,720059472081784833
1162,5196,2173,720043174954147842
1163,5126,1903,719991154352222208
1164,4849,1573,719704490224398336
1165,5358,2100,719551379208073216
1166,2960,800,719367763014393856
1167,4683,1354,719339463458033665
1168,3624,1036,719332531645071360
1169,3709,1193,718971898235854848
1170,5556,1907,718939241951195136
1171,20082,8769,718631497683582976
1172,2597,524,718613305783398402
1173,2642,1096,718540630683709445
1174,2873,576,718460005985447936
1175,5173,1633,718454725339934721
1176,2045,542,718246886998687744
1177,4105,1085,718234618122661888
1178,2597,646,717841801130979328
1179,3067,1218,717790033953034240
1180,6113,1999,717537687239008257
1181,1699,492,717428917016076293
1182,3349,919,717421804990701568
1183,6644,2060,717047459982213120
1184,3471,1057,717009362452090881
1185,4525,1270,716802964044845056
1186,5864,1505,716791146589110272
1187,1301,460,716730379797970944
1188,13896,6375,716447146686459905
1189,2504,237,716439118184652801
1190,2947,1179,716285507865542656
1191,5179,1883,716080869887381504
1192,3381,949,715928423106027520
1193,3962,1543,715758151270801409
1194,4953,1841,715733265223708672
1195,2967,609,715704790270025728
1196,4145,1401,715696743237730304
1197,4590,1757,715680795826982913
1198,5802,1706,715360349751484417
1199,3212,742,715342466308784130
1200,2562,710,715220193576927233
1201,5437,2043,715200624753819648
1202,4419,1339,715009755312439296
1203,3982,1120,714982300363173890
1204,7808,4638,714962719905021952
1205,4390,1539,714957620017307648
1206,3469,1083,714631576617938945
1207,3838,1011,714606013974974464
1208,2883,1260,714485234495041536
1209,3186,778,714258258790387713
1210,3472,913,714251586676113411
1211,2404,952,714214115368108032
1212,4561,1518,714141408463036416
1213,3473,844,713919462244790272
1214,2029,593,713909862279876608
1215,2995,806,713900603437621249
1216,5180,1491,713761197720473600
1217,4681,1399,713411074226274305
1218,7635,3080,713177543487135744
1219,4735,1569,713175907180089344
1220,19746,7291,712809025985978368
1221,13118,5421,712717840512598017
1222,4419,1316,712668654853337088
1223,5647,1696,712438159032893441
1224,260,25,712309440758808576
1225,4029,1124,712097430750289920
1226,3122,976,712092745624633345
1227,3433,527,712085617388212225
1228,2404,677,712065007010385924
1229,0,136,711998809858043904
1230,8545,2507,711968124745228288
1231,3011,1072,711743778164514816
1232,9453,4480,711732680602345472
1233,34862,19809,711694788429553666
1234,4111,995,711652651650457602
1235,3886,1230,711363825979756544
1236,3517,794,711306686208872448
1237,3180,676,711008018775851008
1238,4831,1508,710997087345876993
1239,2700,746,710844581445812225
1240,2857,585,710833117892898816
1241,2453,612,710658690886586372
1242,5092,2548,710609963652087808
1243,4845,2040,710588934686908417
1244,2517,799,710296729921429505
1245,2260,559,710283270106132480
1246,4808,1371,710272297844797440
1247,2553,1222,710269109699739648
1248,3088,970,710153181850935296
1249,2941,972,710140971284037632
1250,5836,2159,710117014656950272
1251,3167,1162,709918798883774466
1252,714,108,709901256215666688
1253,3725,1294,709852847387627521
1254,3754,1311,709566166965075968
1255,3483,1157,709556954897764353
1256,1578,261,709519240576036864
1257,2365,643,709449600415961088
1258,2788,756,709409458133323776
1259,2544,625,709225125749587968
1260,13401,6342,709207347839836162
1261,2563,693,709198395643068416
1262,2142,731,709179584944730112
1263,2179,453,709158332880297985
1264,5063,1787,709042156699303936
1265,1908,710,708853462201716736
1266,3158,976,708845821941387268
1267,1809,547,708834316713893888
1268,17549,7559,708810915978854401
1269,2910,885,708738143638450176
1270,2713,793,708711088997666817
1271,2704,739,708479650088034305
1272,3270,888,708469915515297792
1273,17009,10979,708400866336894977
1274,3837,1461,708356463048204288
1275,2504,801,708349470027751425
1276,4535,1674,708149363256774660
1277,3602,913,708130923141795840
1278,2859,1059,708119489313951744
1279,2056,588,708109389455101952
1280,4641,2087,708026248782585858
1281,3305,1220,707995814724026368
1282,51,2,707983188426153984
1283,2871,1053,707969809498152960
1284,3486,1028,707776935007539200
1285,2645,660,707741517457260545
1286,4356,2689,707738799544082433
1287,3645,1085,707693576495472641
1288,2746,955,707629649552134146
1289,18019,6977,707610948723478529
1290,2423,756,707420581654872064
1291,2421,650,707411934438625280
1292,3728,1418,707387676719185920
1293,3501,1172,707377100785885184
1294,2626,697,707315916783140866
1295,2936,868,707297311098011648
1296,2738,735,707059547140169728
1297,2340,871,707038192327901184
1298,4323,1489,707021089608753152
1299,2450,647,707014260413456384
1300,15498,8520,706904523814649856
1301,2204,654,706901761596989440
1302,3533,1054,706681918348251136
1303,2743,1189,706644897839910912
1304,2295,683,706593038911545345
1305,3679,1535,706538006853918722
1306,3297,1122,706516534877929472
1307,3660,1001,706346369204748288
1308,22822,8697,706310011488698368
1309,1807,511,706291001778950144
1310,2896,996,706265994973601792
1311,4166,2418,706169069255446529
1312,5482,1754,706166467411222528
1313,1593,417,706153300320784384
1314,3304,803,705975130514706432
1315,3342,970,705970349788291072
1316,2526,613,705898680587526145
1317,2079,578,705786532653883392
1318,3370,1255,705591895322394625
1319,3155,1002,705475953783398401
1320,4744,1796,705442520700944385
1321,4069,1843,705428427625635840
1322,3197,817,705239209544720384
1323,2747,878,705223444686888960
1324,2291,560,705102439679201280
1325,2314,659,705066031337840642
1326,4540,1209,704871453724954624
1327,2402,594,704859558691414016
1328,5443,1668,704847917308362754
1329,2818,1095,704819833553219584
1330,7073,3158,704761120771465216
1331,3134,1085,704499785726889984
1332,817,92,704491224099647488
1333,3624,1150,704480331685040129
1334,8560,3866,704364645503647744
1335,1686,385,704347321748819968
1336,1616,508,704134088924532736
1337,1980,613,704113298707505153
1338,3117,999,704054845121142784
1339,1966,507,703774238772166656
1340,3507,1237,703769065844768768
1341,2767,752,703631701117943808
1342,4111,1654,703611486317502464
1343,4049,1504,703425003149250560
1344,2627,760,703407252292673536
1345,3734,1244,703382836347330562
1346,2032,421,703356393781329922
1347,2099,608,703268521220972544
1348,7863,3367,703079050210877440
1349,28166,13661,703041949650034688
1350,2761,787,702932127499816960
1351,1722,489,702899151802126337
1352,3428,1173,702684942141153280
1353,2331,609,702671118226825216
1354,11020,3568,702598099714314240
1355,3058,1048,702539513671897089
1356,3416,1690,702332542343577600
1357,3493,1128,702321140488925184
1358,2638,832,702276748847800320
1359,5125,1459,702217446468493312
1360,3669,1077,701981390485725185
1361,4055,1109,701952816642965504
1362,3798,1499,701889187134500865
1363,3657,1842,701805642395348998
1364,2225,500,701601587219795968
1365,2997,1020,701570477911896070
1366,2823,663,701545186879471618
1367,13036,5571,701214700881756160
1368,2369,625,700890391244103680
1369,2764,667,700864154249383937
1370,2595,542,700847567345688576
1371,2589,1043,700796979434098688
1372,24366,10218,700747788515020802
1373,2809,870,700518061187723268
1374,2428,623,700505138482569216
1375,4420,1960,700462010979500032
1376,2828,813,700167517596164096
1377,2391,717,700151421916807169
1378,8041,3000,700143752053182464
1379,2816,756,700062718104104960
1380,2205,633,700029284593901568
1381,3529,1462,700002074055016451
1382,3250,1047,699801817392291840
1383,2394,540,699788877217865730
1384,2954,1347,699779630832685056
1385,2092,665,699775878809702401
1386,10933,4999,699691744225525762
1387,6328,2842,699446877801091073
1388,2315,556,699434518667751424
1389,1463,361,699423671849451520
1390,2200,673,699413908797464576
1391,2004,478,699370870310113280
1392,3363,941,699323444782047232
1393,2382,684,699088579889332224
1394,2608,713,699079609774645248
1395,3199,1291,699072405256409088
1396,4030,1971,699060279947165696
1397,2781,1300,699036661657767936
1398,3611,1069,698989035503689728
1399,2888,980,698953797952008193
1400,2710,678,698907974262222848
1401,2639,750,698710712454139905
1402,1548,413,698703483621523456
1403,1370,371,698635131305795584
1404,2470,670,698549713696649216
1405,1992,489,698355670425473025
1406,2418,1034,698342080612007937
1407,5067,2186,698262614669991936
1408,17886,6508,698195409219559425
1409,2988,801,698178924120031232
1410,1626,362,697995514407682048
1411,3502,1406,697990423684476929
1412,2567,754,697943111201378304
1413,3219,1292,697881462549430272
1414,1861,587,697630435728322560
1415,3362,1096,697616773278015490
1416,3235,1374,697596423848730625
1417,2178,551,697575480820686848
1418,2211,1232,697516214579523584
1419,2585,739,697482927769255936
1420,3640,1503,697463031882764288
1421,4977,2024,697270446429966336
1422,3501,1085,697259378236399616
1423,3218,1264,697255105972801536
1424,2686,729,697242256848379904
1425,3405,1118,696900204696625153
1426,2505,734,696894894812565505
1427,5155,1946,696886256886657024
1428,2610,777,696877980375769088
1429,1573,388,696754882863349760
1430,2215,1029,696744641916489729
1431,2532,707,696713835009417216
1432,4159,1846,696518437233913856
1433,1302,162,696490539101908992
1434,2706,1128,696488710901260288
1435,3431,1238,696405997980676096
1436,2072,722,696100768806522880
1437,3199,1277,695816827381944320
1438,3399,849,695794761660297217
1439,1996,812,695767669421768709
1440,4875,2291,695629776980148225
1441,4651,1971,695446424020918272
1442,9187,3886,695409464418041856
1443,3891,1602,695314793360662529
1444,2809,671,695095422348574720
1445,3031,1202,695074328191332352
1446,1717,655,695064344191721472
1447,2844,856,695051054296211456
1448,2878,998,694925794720792577
1449,2954,1021,694905863685980160
1450,38062,15739,694669722378485760
1451,1608,314,694356675654983680
1452,2174,675,694352839993344000
1453,1682,531,694342028726001664
1454,2141,544,694329668942569472
1455,4466,2220,694206574471057408
1456,3134,1012,694183373896572928
1457,3613,1126,694001791655137281
1458,1997,438,693993230313091072
1459,1846,403,693942351086120961
1460,2872,646,693647888581312512
1461,1429,142,693644216740769793
1462,2708,454,693642232151285760
1463,2613,871,693629975228977152
1464,1644,401,693622659251335168
1465,5402,2141,693590843962331137
1466,1752,278,693582294167244802
1467,1889,683,693486665285931008
1468,3585,1355,693280720173801472
1469,2544,892,693267061318012928
1470,2382,547,693262851218264065
1471,3056,798,693231807727280129
1472,8416,3488,693155686491000832
1473,1835,669,693109034023534592
1474,2000,502,693095443459342336
1475,2845,809,692919143163629568
1476,2599,954,692905862751522816
1477,1909,660,692901601640583168
1478,2429,877,692894228850999298
1479,3067,959,692828166163931137
1480,7293,3956,692752401762250755
1481,4634,1673,692568918515392513
1482,3404,1479,692535307825213440
1483,1970,457,692530551048294401
1484,1576,253,692423280028966913
1485,9973,3793,692417313023332352
1486,2691,892,692187005137076224
1487,2296,867,692158366030913536
1488,1752,427,692142790915014657
1489,3629,1385,692041934689402880
1490,3054,1043,692017291282812928
1491,4203,1796,691820333922455552
1492,8662,4575,691793053716221953
1493,3080,1117,691756958957883396
1494,2071,553,691675652215414786
1495,2528,617,691483041324204033
1496,4331,1251,691459709405118465
1497,2830,925,691444869282295808
1498,20640,8331,691416866452082688
1499,2751,718,691321916024623104
1500,3162,976,691096613310316544
1501,1820,368,691090071332753408
1502,6299,3135,690989312272396288
1503,3815,1369,690959652130045952
1504,4417,2179,690938899477221376
1505,3502,1111,690932576555528194
1506,4029,1394,690735892932222976
1507,2315,568,690728923253055490
1508,2485,863,690690673629138944
1509,1395,305,690649993829576704
1510,308,18,690607260360429569
1511,2095,656,690597161306841088
1512,1989,493,690400367696297985
1513,3472,941,690374419777196032
1514,2835,972,690360449368465409
1515,1601,556,690348396616552449
1516,1800,449,690248561355657216
1517,2983,1127,690021994562220032
1518,2676,807,690015576308211712
1519,3907,1844,690005060500217858
1520,1523,411,689999384604450816
1521,1569,501,689993469801164801
1522,1455,487,689977555533848577
1523,2586,757,689905486972461056
1524,3218,1295,689877686181715968
1525,2309,820,689835978131935233
1526,3412,1010,689661964914655233
1527,11080,4249,689659372465688576
1528,2388,708,689623661272240129
1529,12418,6026,689599056876867584
1530,2194,504,689557536375177216
1531,3616,1563,689517482558820352
1532,2401,1012,689289219123089408
1533,3512,1205,689283819090870273
1534,2131,784,689280876073582592
1535,1235,268,689275259254616065
1536,2733,1173,689255633275777024
1537,3265,1098,689154315265683456
1538,2165,561,689143371370250240
1539,2913,951,688916208532455424
1540,2263,842,688908934925697024
1541,2241,856,688898160958271489
1542,2376,761,688894073864884227
1543,1469,402,688828561667567616
1544,1021,214,688804835492233216
1545,2364,727,688789766343622656
1546,2783,766,688547210804498433
1547,2463,796,688519176466644993
1548,9924,4854,688385280030670848
1549,2369,913,688211956440801280
1550,2260,641,688179443353796608
1551,3005,856,688116655151435777
1552,1829,392,688064179421470721
1553,5838,2766,687841446767013888
1554,2915,1240,687826841265172480
1555,2669,1037,687818504314159109
1556,2546,763,687807801670897665
1557,1881,715,687732144991551489
1558,2601,918,687704180304273409
1559,2070,560,687664829264453632
1560,2047,626,687494652870668288
1561,1706,272,687480748861947905
1562,2105,589,687476254459715584
1563,2179,589,687460506001633280
1564,2029,683,687399393394311168
1565,21467,10002,687317306314240000
1566,4647,2077,687312378585812992
1567,5825,2499,687127927494963200
1568,2311,554,687124485711986689
1569,6191,2697,687109925361856513
1570,2491,1081,687102708889812993
1571,2392,663,687096057537363968
1572,9187,3467,686947101016735744
1573,3754,1498,686760001961103360
1574,3699,1596,686749460672679938
1575,4434,1309,686730991906516992
1576,2996,879,686683045143953408
1577,3927,1482,686618349602762752
1578,2012,587,686606069955735556
1579,1874,747,686394059078897668
1580,3474,963,686386521809772549
1581,2366,615,686377065986265092
1582,2341,750,686358356425093120
1583,4267,1815,686286779679375361
1584,2355,804,686050296934563840
1585,1233,133,686035780142297088
1586,3325,1276,686034024800862208
1587,2634,457,686007916130873345
1588,1940,697,686003207160610816
1589,2254,585,685973236358713344
1590,1742,667,685943807276412928
1591,8029,3172,685906723014619143
1592,2166,138,685681090388975616
1593,2498,628,685667379192414208
1594,3467,1600,685663452032069632
1595,3131,845,685641971164143616
1596,35173,17131,685547936038666240
1597,3250,1258,685532292383666176
1598,10127,4372,685325112850124800
1599,2826,706,685321586178670592
1600,3567,1181,685315239903100929
1601,2208,481,685307451701334016
1602,3314,1327,685268753634967552
1603,2486,732,685198997565345792
1604,4371,1559,685169283572338688
1605,2521,421,684969860808454144
1606,7273,3437,684959798585110529
1607,3436,1144,684940049151070208
1608,3743,514,684926975086034944
1609,3737,1595,684914660081053696
1610,2000,581,684902183876321280
1611,2240,901,684880619965411328
1612,37457,23595,684830982659280897
1613,2893,1086,684800227459624960
1614,9540,3863,684594889858887680
1615,4387,1539,684588130326986752
1616,3210,1347,684567543613382656
1617,2827,1051,684538444857667585
1618,4131,1275,684481074559381504
1619,2110,607,684460069371654144
1620,8704,3601,684241637099323392
1621,1322,229,684225744407494656
1622,4108,1514,684222868335505415
1623,2315,1125,684200372118904832
1624,2045,567,684195085588783105
1625,3711,1283,684188786104872960
1626,2152,736,684177701129875456
1627,3176,1633,684147889187209216
1628,2124,518,684122891630342144
1629,4381,1571,684097758874210310
1630,4051,1220,683857920510050305
1631,2054,383,683852578183077888
1632,2795,1070,683849932751646720
1633,2794,1207,683834909291606017
1634,2982,1151,683828599284170753
1635,3569,1480,683773439333797890
1636,6945,3638,683742671509258241
1637,7856,3175,683515932363329536
1638,3370,1048,683498322573824003
1639,2807,1084,683481228088049664
1640,2597,728,683462770029932544
1641,4154,1754,683449695444799489
1642,8119,2607,683391852557561860
1643,3142,1028,683357973142474752
1644,3067,1141,683142553609318400
1645,3624,992,683111407806746624
1646,2313,717,683098815881154561
1647,2117,612,683078886620553216
1648,2301,803,683030066213818368
1649,39501,18274,682962037429899265
1650,1888,199,682808988178739200
1651,2633,1221,682788441537560576
1652,1624,479,682750546109968385
1653,1404,393,682697186228989953
1654,3248,1173,682662431982772225
1655,2194,656,682638830361513985
1656,3652,1268,682429480204398592
1657,8084,1932,682406705142087680
1658,2378,746,682393905736888321
1659,1779,507,682389078323662849
1660,3285,1089,682303737705140231
1661,4446,1335,682259524040966145
1662,3470,1294,682242692827447297
1663,19550,10850,682088079302213632
1664,5288,1852,682059653698686977
1665,3424,1056,682047327939461121
1666,7015,2203,682032003584274432
1667,3357,1664,682003177596559360
1668,2956,1127,681981167097122816
1669,2631,903,681891461017812993
1670,13616,4425,681694085539872773
1671,1873,487,681679526984871937
1672,2814,1013,681654059175129088
1673,2037,517,681610798867845120
1674,3788,1431,681579835668455424
1675,15271,6366,681523177663676416
1676,1748,302,681340665377193984
1677,9906,4429,681339448655802368
1678,2831,829,681320187870711809
1679,4214,2001,681302363064414209
1680,3395,1048,681297372102656000
1681,3425,1203,681281657291280384
1682,1553,298,681261549936340994
1683,1593,592,681242418453299201
1684,2550,526,681231109724700672
1685,3953,1626,681193455364796417
1686,2587,722,680970795137544192
1687,4840,2164,680959110691590145
1688,3434,1155,680940246314430465
1689,2208,480,680934982542561280
1690,2548,676,680913438424612864
1691,1878,399,680889648562991104
1692,3672,1454,680836378243002368
1693,2311,722,680805554198020098
1694,2523,898,680801747103793152
1695,3042,1133,680798457301471234
1696,2807,780,680609293079592961
1697,3837,1459,680583894916304897
1698,4511,2082,680497766108381184
1699,1826,526,680494726643068929
1700,2700,811,680473011644985345
1701,1544,552,680440374763077632
1702,1551,315,680221482581123072
1703,3014,1279,680206703334408192
1704,2285,555,680191257256136705
1705,4153,1702,680176173301628928
1706,2464,798,680161097740095489
1707,3845,1896,680145970311643136
1708,2440,1036,680130881361686529
1709,2884,993,680115823365742593
1710,3799,1492,680100725817409536
1711,13600,9708,680085611152338944
1712,2731,958,680070545539371008
1713,17766,7780,680055455951884288
1714,2089,702,679877062409191424
1715,2310,721,679872969355714560
1716,2620,680,679862121895714818
1717,3048,1350,679854723806179328
1718,2523,848,679844490799091713
1719,38563,15293,679828447187857408
1720,3283,1220,679777920601223168
1721,2224,871,679736210798047232
1722,2304,898,679729593985699840
1723,1759,512,679722016581222400
1724,5061,2257,679530280114372609
1725,2813,796,679527802031484928
1726,3590,1397,679511351870550016
1727,3357,1610,679503373272485890
1728,2233,697,679475951516934144
1729,33774,20531,679462823135686656
1730,2530,1314,679405845277462528
1731,22856,8835,679158373988876288
1732,2948,1119,679148763231985668
1733,3153,1262,679132435750195208
1734,6335,2785,679111216690831360
1735,18155,8949,679062614270468097
1736,2396,744,679047485189439488
1737,2999,1341,679001094530465792
1738,2473,1279,678991772295516161
1739,1741,503,678969228704284672
1740,2730,982,678800283649069056
1741,3702,1294,678798276842360832
1742,2954,1004,678774928607469569
1743,3747,1491,678767140346941444
1744,1732,522,678764513869611008
1745,7581,3601,678755239630127104
1746,3982,1856,678740035362037760
1747,5894,2646,678708137298427904
1748,3045,1620,678675843183484930
1749,2172,465,678643457146150913
1750,4238,1715,678446151570427904
1751,5745,2772,678424312106393600
1752,4496,1982,678410210315247616
1753,61439,30030,678399652199309312
1754,1685,456,678396796259975168
1755,1981,456,678389028614488064
1756,2573,980,678380236862578688
1757,1830,586,678341075375947776
1758,1373,290,678334497360859136
1759,12161,6593,678278586130948096
1760,1675,405,678255464182861824
1761,2037,422,678023323247357953
1762,14559,6906,678021115718029313
1763,3606,1821,677961670166224897
1764,1424,442,677918531514703872
1765,5112,2295,677895101218201600
1766,3224,1056,677716515794329600
1767,3579,1560,677700003327029250
1768,1293,347,677698403548192770
1769,2615,911,677687604918272002
1770,3535,1621,677673981332312066
1771,2061,1057,677662372920729601
1772,1982,864,677644091929329666
1773,2260,790,677573743309385728
1774,1361,493,677565715327688705
1775,2572,1263,677557565589463040
1776,7330,3932,677547928504967168
1777,1126,243,677530072887205888
1778,3226,1940,677335745548390400
1779,1431,320,677334615166730240
1780,1148,257,677331501395156992
1781,3835,1626,677328882937298944
1782,1737,584,677314812125323265
1783,1315,446,677301033169788928
1784,2096,763,677269281705472000
1785,3737,1766,677228873407442944
1786,2888,994,677187300187611136
1787,2928,1158,676975532580409345
1788,2323,874,676957860086095872
1789,1370,427,676949632774234114
1790,2293,944,676948236477857792
1791,1794,409,676946864479084545
1792,2192,825,676942428000112642
1793,13402,5311,676936541936185344
1794,3130,1937,676916996760600576
1795,2370,784,676897532954456065
1796,2219,777,676864501615042560
1797,24314,16873,676821958043033607
1798,1896,716,676819651066732545
1799,1495,457,676811746707918848
1800,5259,2169,676776431406465024
1801,3050,1062,676617503762681856
1802,1147,209,676613908052996102
1803,1977,473,676606785097199616
1804,1232,421,676603393314578432
1805,4816,2323,676593408224403456
1806,970,138,676590572941893632
1807,2458,864,676588346097852417
1808,1265,305,676582956622721024
1809,2720,1211,676575501977128964
1810,1977,600,676533798876651520
1811,1593,576,676496375194980353
1812,12241,5033,676470639084101634
1813,1809,721,676440007570247681
1814,1468,372,676430933382295552
1815,2178,587,676263575653122048
1816,1283,317,676237365392908289
1817,78790,33493,676219687039057920
1818,1826,633,676215927814406144
1819,2395,1103,676191832485810177
1820,2010,718,676146341966438401
1821,2254,1252,676121918416756736
1822,2947,1243,676101918813499392
1823,3170,1551,676098748976615425
1824,1379,462,676089483918516224
1825,1719,619,675898130735476737
1826,2236,941,675891555769696257
1827,2498,1034,675888385639251968
1828,4393,1508,675878199931371520
1829,1728,608,675870721063669760
1830,2818,1398,675853064436391936
1831,990,163,675849018447167488
1832,2397,959,675845657354215424
1833,1600,572,675822767435051008
1834,1101,246,675820929667219457
1835,10761,3636,675798442703122432
1836,1691,509,675781562965868544
1837,1217,371,675740360753160193
1838,1986,894,675710890956750848
1839,2088,741,675707330206547968
1840,672,103,675706639471788032
1841,1898,449,675534494439489536
1842,1235,413,675531475945709568
1843,1085,305,675522403582218240
1844,1373,489,675517828909424640
1845,17948,6237,675501075957489664
