,favorite_count,retweet_count,tweet_id
615,11009,3218,795400264262053889
616,17684,6088,795076730285391872
617,0,3792,794983741416415232
618,11201,2597,794926597468000259
619,0,11544,794355576146903043
620,10412,2968,794332329137291264
621,10030,3723,794205286408003585
622,18345,5494,793962221541933056
623,10025,2104,793845145112371200
624,0,3516,793614319594401792
625,8685,1836,793601777308463104
626,11653,2676,793500921481273345
627,26828,10326,793286476301799424
628,9410,2649,793271401113350145
629,21760,9342,793256262322548741
630,11476,3687,793241302385262592
631,10707,3210,793226087023144960
632,9729,3157,793210959003287553
633,16632,6307,793195938047070209
634,7534,2232,793180763617361921
635,10230,3118,793165685325201412
636,6724,1917,793150605191548928
637,7029,2787,793135492858580992
638,13824,4381,793120401413079041
639,15635,4506,792913359805018113
640,12323,4792,792883833364439040
641,8000,1881,792773781206999040
642,14686,4809,792394556390137856
643,7816,2018,792050063153438720
644,0,23595,791821351946420224
645,0,10850,791784077045166082
646,0,4259,791780927877898241
647,49138,24928,791774931465953280
648,12801,3516,791672322847637504
649,14305,4617,791406955684368384
650,9567,2847,791312159183634433
651,0,4627,791026214425268224
652,10784,2396,790987426131050500
653,18085,5268,790946055508652032
654,0,2603,790723298204217344
655,8927,2135,790698755171364864
656,22531,8037,790581949425475584
657,8521,2093,790337589677002753
658,13680,3601,790277117346975746
659,0,4011,790227638568808452
660,10081,2603,789986466051088384
661,0,4664,789960241177853952
662,11334,4636,789903600034189313
663,8197,1995,789628658055020548
664,7374,2174,789599242079838210
665,12818,3792,789530877013393408
666,9367,2581,789314372632018944
667,0,5555,789280767834746880
668,9925,2902,789268448748703744
669,10577,3128,789137962068021249
670,29825,13914,788908386943430656
671,29857,11544,788765914992902144
672,0,8102,788552643979468800
673,16972,5942,788412144018661376
674,7874,2376,788178268662984705
675,6690,1458,788150585577050112
676,0,3826,788070120937619456
677,6693,1488,788039637453406209
678,9445,3423,787810552592695296
679,11120,3113,787717603741622272
680,11802,3179,787397959788929025
681,8489,1956,787322443945877504
682,0,7517,787111942498508800
683,28915,8967,786963064373534720
684,0,2715,786729988674449408
685,19801,6816,786709082849828864
686,11609,2878,786664955043049472
687,10232,3471,786595970293370880
688,11869,3929,786363235746385920
689,8682,3209,786286427768250368
690,16672,5357,786233965241827333
691,1561,173,786051337297522688
692,0,7911,786036967502913536
693,12364,3536,785927819176054784
694,7270,2046,785872687017132033
695,8498,2479,785639753186217984
696,9911,2250,785533386513321988
697,6641,1418,785515384317313025
698,7894,1836,785264754247995392
699,13157,5447,785170936622350336
700,11025,3602,784826020293709826
701,9757,2845,784517518371221505
702,6187,1437,784431430411685888
703,21872,9031,784183165795655680
704,32519,12488,784057939640352768
705,32678,12109,783839966405230592
706,8003,2204,783821107061198850
707,11346,3600,783695101801398276
708,9199,2525,783466772167098368
709,18359,6172,783391753726550016
710,0,6289,783347506784731136
711,31753,13115,783334639985389568
712,8838,2481,783085703974514689
713,26224,8230,782969140009107456
714,8108,1559,782747134529531904
715,18738,6027,782722598790725632
716,8455,2098,782598640137187329
717,18103,6219,782305867769217024
718,0,6977,782021823840026624
719,12042,3758,781955203444699136
720,11349,3025,781661882474196992
721,4342,1252,781655249211752448
722,22533,6190,781524693396357120
723,7746,2847,781308096455073793
724,9166,2348,781251288990355457
725,10603,3042,781163403222056960
726,23490,8213,780931614150983680
727,7807,2228,780858289093574656
728,5989,1449,780800785462489090
729,13116,3718,780601303617732608
730,6830,1937,780543529827336192
731,0,4149,780496263422808064
732,0,131,780476555013349377
733,5724,1185,780459368902959104
734,9449,2500,780192070812196864
735,0,2569,780092040432480260
736,13298,5579,780074436359819264
737,20635,7911,779834332596887552
738,9574,3475,779377524342161408
739,0,20531,779124354206535695
740,12799,4070,779123168116150273
741,16057,5055,779056095788752897
742,21737,8132,778990705243029504
743,0,11117,778774459159379968
744,927,408,778764940568104960
745,7484,1490,778748913645780993
746,6266,1669,778650543019483137
747,5036,1128,778624900596654080
748,14773,4854,778408200802557953
749,0,13661,778396591732486144
750,6337,1226,778383385161035776
751,11256,3692,778286810187399168
752,9180,2947,778039087836069888
753,7116,1809,778027034220126208
754,0,3926,777953400541634568
755,6895,1829,777885040357281792
756,12174,3281,777684233540206592
757,0,4752,777641927919427584
758,9506,2781,777621514455814149
759,15506,4822,777189768882946048
760,0,15293,776819012571455488
761,5277,1344,776813020089548800
762,9603,3130,776477788987613185
763,0,10218,776249906839351296
764,32501,17783,776218204058357768
765,10390,2805,776201521193218049
766,12725,4848,776113305656188928
767,1985,168,776088319444877312
768,0,17234,775898661951791106
769,12691,2988,775842724423557120
770,14999,4459,775733305207554048
771,13998,5097,775729183532220416
772,8056,3321,775364825476165632
773,10996,4367,775350846108426240
774,16825,5260,775085132600442880
775,9230,1963,774757898236878852
776,7261,1936,774639387460112384
777,23556,6220,774314403806253056
778,11635,4327,773985732834758656
779,6920,1924,773922284943896577
780,7135,1824,773704687002451968
781,5761,1439,773670353721753600
782,23867,6855,773547596996571136
783,0,5673,773336787167145985
784,25113,8300,773308824254029826
785,10162,3564,773247561583001600
786,10803,4568,773191612633579521
787,9297,4315,772877495989305348
788,8629,2584,772826264096874500
789,0,3739,772615324260794368
790,6996,1882,772581559778025472
791,6500,1542,772193107915964416
792,4079,1246,772152991789019136
793,4048,812,772117678702071809
794,2927,524,772114945936949249
795,4331,1026,772102971039580160
796,7102,2106,771908950375665664
797,12985,3771,771770456517009408
798,8928,2905,771500966810099713
799,11389,5673,771380798096281600
800,0,8398,771171053431250945
801,9941,3240,771136648247640064
802,6723,1593,771102124360998913
803,7435,1834,771014301343748096
804,0,245,771004394259247104
805,5361,1360,770787852854652928
806,5608,1568,770772759874076672
807,7921,1933,770655142660169732
808,6789,2285,770414278348247044
809,6745,1655,770293558247038976
810,0,3374,770093767776997377
811,8179,2555,770069151037685760
812,33979,10710,769940425801170949
813,6905,1848,769695466921623552
814,0,8520,769335591808995329
815,5829,1902,769212283578875904
816,15568,7258,768970937022709760
817,0,3000,768909767477751808
818,4540,988,768855141948723200
819,4449,1340,768609597686943744
820,5423,1410,768596291618299904
821,0,6461,768554158521745409
822,14694,3804,768473857036525572
823,11781,3926,768193404517830656
824,5124,1554,767884188863397888
825,17303,5979,767754930266464257
826,8075,2584,767500508068192258
827,13262,4232,767191397493538821
828,10908,3162,767122157629476866
829,0,6283,766864461642756096
830,5482,1508,766793450729734144
831,2802,426,766714921925144576
832,4353,875,766693177336135680
833,6496,1761,766423258543644672
834,7315,2087,766313316352462849
835,0,2873,766078092750233600
836,4617,967,766069199026450432
837,4029,550,766008592277377025
838,7806,2387,765719909049503744
839,5596,1351,765669560888528897
840,28428,3755,765395769549590528
841,7637,2382,765371061932261376
842,12534,3739,765222098633691136
843,6917,1955,764857477905154048
844,6530,1686,764259802650378240
845,795,59,763956972077010945
846,13611,4627,763837565564780549
847,5838,1640,763183847194451968
848,0,3346,763167063695355904
849,7934,2515,763103485927849985
850,13150,4011,762699858130116608
851,12176,7210,762471784394268675
852,11166,4664,762464539388485633
853,5204,1247,762316489655476224
854,34471,17276,762035686371364864
855,5834,2232,761976711479193600
856,0,4372,761750502866649088
857,4592,948,761745352076779520
858,53357,32141,761672994376806400
859,4448,1299,761599872357261312
860,0,19809,761371037149827077
861,5622,1606,761334018830917632
862,4814,1217,761292947749015552
863,5738,1713,761227390836215808
864,12153,3826,761004547850530816
865,4114,1072,760893934457552897
866,7126,2124,760656994973933572
867,5335,1430,760641137271070720
868,8166,4006,760539183865880579
869,4556,1542,760521673607086080
870,28849,12681,760290219849637889
871,4243,954,760252756032651264
872,6145,2000,760190180481531904
873,0,36,760153949710192640
874,6401,2309,759943073749200896
875,15820,6283,759923798737051648
876,7239,2192,759846353224826880
877,6424,2105,759793422261743616
878,0,23386,759566828574212096
879,5068,1295,759557299618865152
880,9164,2715,759447681597108224
881,1801,539,759446261539934208
882,6528,2145,759197388317847553
883,0,1296,759159934323924993
884,15660,4628,759099523532779520
885,7019,2226,759047813560868866
886,3822,988,758854675097526272
887,12027,4228,758828659922702336
888,6154,1762,758740312047005698
889,4111,1092,758474966123810816
890,5166,2457,758467244762497024
891,5594,2117,758405701903519748
892,3689,1194,758355060040593408
893,20687,11117,758099635764359168
894,2929,414,758041019896193024
895,7410,3587,757741869644341248
896,0,8949,757729163776290825
897,4878,1345,757725642876129280
898,4898,1231,757611664640446465
899,0,322,757597904299253760
900,4679,1172,757596066325864448
901,16319,7536,757400162377592832
902,6284,1925,757393109802180609
903,4865,1571,757354760399941633
904,6746,2195,756998049151549440
905,7145,2214,756939218950160384
906,5459,1460,756651752796094464
907,11204,3991,756526248105566208
908,4256,1195,756303284449767430
909,45864,19278,756288534030475264
910,6935,1694,756275833623502848
911,7890,3184,755955933503782912
912,17705,5930,755206590534418437
913,22830,12203,755110668769038337
914,0,8835,754874841593970688
915,7391,2776,754856583969079297
916,2771,574,754747087846248448
917,5708,2143,754482103782404096
918,4033,813,754449512966619136
919,8422,2572,754120377874386944
920,6293,2406,753655901052166144
921,8513,3930,753420520834629632
922,6228,2111,753398408988139520
923,8193,2569,753375668877008896
924,0,6366,753298634498793472
925,3664,1151,753294487569522689
926,39893,23076,753039830821511168
927,4185,1073,753026973505581056
928,13572,7517,752932432744185856
929,7390,1731,752917284578922496
930,0,3175,752701944171524096
931,6457,1772,752682090207055872
932,4742,1735,752660715232722944
933,5961,2517,752568224206688256
934,7930,3784,752519690950500352
935,4104,1216,752334515931054080
936,0,18353,752309394570878976
937,6401,2036,752173152931807232
938,3309,1024,751950017322246144
939,5603,1478,751937170840121344
940,6232,2155,751830394383790080
941,6299,3216,751793661361422336
942,8489,3329,751598357617971201
